"invoice_id","branch","customer_type","gender","product_line","unit_price","quantity","tax_5_percentage","total","date","time","payment","cogs","gross_margin_percentage","gross_income","city","rating","time_of_day","day_name"
"731-81-9469","C","Member","Female","Sports and travel","89.80","10.00","44.90","942.90","2019-01-23","13:00:00","Credit card","898.00","4.761904762","44.900000000","Naypyitaw","5.40","Afternoon","Wednesday"
"280-17-4359","C","Member","Male","Health and beauty","90.50","10.00","45.25","950.25","2019-01-25","13:48:00","Cash","905.00","4.761904762","45.250000000","Naypyitaw","8.10","Afternoon","Friday"
"239-10-7476","A","Normal","Female","Home and lifestyle","77.95","6.00","23.39","491.09","2019-01-21","16:37:00","Ewallet","467.70","4.761904762","23.385000000","Yangon","8.00","Evening","Monday"
"746-94-0204","A","Normal","Male","Fashion accessories","83.24","9.00","37.46","786.62","2019-01-29","11:56:00","Credit card","749.16","4.761904762","37.458000000","Yangon","7.40","Morning","Tuesday"
"400-89-4171","C","Normal","Female","Sports and travel","80.97","8.00","32.39","680.15","2019-01-28","13:05:00","Cash","647.76","4.761904762","32.388000000","Naypyitaw","9.30","Afternoon","Monday"
"279-74-2924","B","Member","Male","Electronic accessories","72.17","1.00","3.61","75.78","2019-01-04","19:40:00","Cash","72.17","4.761904762","3.608500000","Mandalay","6.10","Evening","Friday"
"894-41-5205","C","Normal","Female","Food and beverages","43.18","8.00","17.27","362.71","2019-01-19","19:39:00","Credit card","345.44","4.761904762","17.272000000","Naypyitaw","8.30","Evening","Saturday"
"423-80-0988","C","Normal","Male","Sports and travel","76.40","2.00","7.64","160.44","2019-01-30","19:42:00","Ewallet","152.80","4.761904762","7.640000000","Naypyitaw","6.50","Evening","Wednesday"
"234-65-2137","C","Normal","Male","Home and lifestyle","95.58","10.00","47.79","1003.59","2019-01-16","13:32:00","Cash","955.80","4.761904762","47.790000000","Naypyitaw","4.80","Afternoon","Wednesday"
"796-32-9050","A","Normal","Male","Food and beverages","51.28","6.00","15.38","323.06","2019-01-19","16:31:00","Cash","307.68","4.761904762","15.384000000","Yangon","6.50","Evening","Saturday"
"249-42-3782","A","Normal","Male","Health and beauty","70.01","5.00","17.50","367.55","2019-01-03","11:36:00","Ewallet","350.05","4.761904762","17.502500000","Yangon","5.50","Morning","Thursday"
"316-55-4634","B","Member","Male","Food and beverages","80.05","5.00","20.01","420.26","2019-01-26","12:45:00","Credit card","400.25","4.761904762","20.012500000","Mandalay","9.40","Afternoon","Saturday"
"608-27-6295","B","Member","Male","Electronic accessories","52.89","6.00","15.87","333.21","2019-01-19","17:34:00","Credit card","317.34","4.761904762","15.867000000","Mandalay","9.80","Evening","Saturday"
"414-12-7047","B","Normal","Male","Food and beverages","19.79","8.00","7.92","166.24","2019-01-18","12:04:00","Ewallet","158.32","4.761904762","7.916000000","Mandalay","8.70","Afternoon","Friday"
"342-65-4817","C","Member","Male","Health and beauty","86.80","3.00","13.02","273.42","2019-01-28","16:47:00","Ewallet","260.40","4.761904762","13.020000000","Naypyitaw","9.90","Evening","Monday"
"434-83-9547","C","Member","Male","Food and beverages","38.47","8.00","15.39","323.15","2019-01-23","11:51:00","Cash","307.76","4.761904762","15.388000000","Naypyitaw","7.70","Morning","Wednesday"
"824-88-3614","C","Normal","Male","Health and beauty","34.31","8.00","13.72","288.20","2019-01-25","15:00:00","Ewallet","274.48","4.761904762","13.724000000","Naypyitaw","5.70","Afternoon","Friday"
"593-65-1552","C","Normal","Female","Home and lifestyle","69.81","4.00","13.96","293.20","2019-01-28","20:50:00","Credit card","279.24","4.761904762","13.962000000","Naypyitaw","5.90","Evening","Monday"
"437-58-8131","B","Normal","Female","Fashion accessories","73.52","2.00","7.35","154.39","2019-01-15","13:41:00","Ewallet","147.04","4.761904762","7.352000000","Mandalay","4.60","Afternoon","Tuesday"
"641-43-2399","B","Normal","Male","Home and lifestyle","25.55","4.00","5.11","107.31","2019-01-26","20:23:00","Ewallet","102.20","4.761904762","5.110000000","Mandalay","5.70","Evening","Saturday"
"556-86-3144","C","Member","Female","Fashion accessories","74.29","1.00","3.71","78.00","2019-01-13","19:30:00","Cash","74.29","4.761904762","3.714500000","Naypyitaw","5.00","Evening","Sunday"
"606-80-4905","C","Member","Female","Sports and travel","19.15","6.00","5.75","120.65","2019-01-29","10:01:00","Credit card","114.90","4.761904762","5.745000000","Naypyitaw","6.80","Morning","Tuesday"
"426-39-2418","C","Normal","Male","Electronic accessories","61.41","7.00","21.49","451.36","2019-01-14","10:02:00","Cash","429.87","4.761904762","21.493500000","Naypyitaw","9.80","Morning","Monday"
"749-24-1565","A","Normal","Female","Health and beauty","23.03","9.00","10.36","217.63","2019-01-03","12:02:00","Ewallet","207.27","4.761904762","10.363500000","Yangon","7.90","Afternoon","Thursday"
"672-51-8681","C","Member","Female","Electronic accessories","66.65","9.00","29.99","629.84","2019-01-04","18:19:00","Credit card","599.85","4.761904762","29.992500000","Naypyitaw","9.70","Evening","Friday"
"888-02-0338","A","Normal","Male","Electronic accessories","26.23","9.00","11.80","247.87","2019-01-25","20:24:00","Ewallet","236.07","4.761904762","11.803500000","Yangon","5.90","Evening","Friday"
"677-11-0152","C","Normal","Female","Food and beverages","93.26","9.00","41.97","881.31","2019-01-16","18:08:00","Cash","839.34","4.761904762","41.967000000","Naypyitaw","8.80","Evening","Wednesday"
"656-16-1063","B","Normal","Male","Sports and travel","46.42","3.00","6.96","146.22","2019-01-04","13:24:00","Credit card","139.26","4.761904762","6.963000000","Mandalay","4.40","Afternoon","Friday"
"239-36-3640","B","Normal","Male","Electronic accessories","45.35","6.00","13.61","285.71","2019-01-31","13:44:00","Ewallet","272.10","4.761904762","13.605000000","Mandalay","6.10","Afternoon","Thursday"
"746-68-6593","C","Member","Female","Sports and travel","87.16","2.00","8.72","183.04","2019-01-11","14:29:00","Credit card","174.32","4.761904762","8.716000000","Naypyitaw","9.70","Afternoon","Friday"
"836-82-5858","B","Member","Male","Health and beauty","69.37","9.00","31.22","655.55","2019-01-26","19:14:00","Ewallet","624.33","4.761904762","31.216500000","Mandalay","4.00","Evening","Saturday"
"583-72-1480","C","Member","Male","Electronic accessories","37.06","4.00","7.41","155.65","2019-01-31","16:24:00","Ewallet","148.24","4.761904762","7.412000000","Naypyitaw","9.70","Evening","Thursday"
"289-65-5721","B","Normal","Female","Fashion accessories","81.37","2.00","8.14","170.88","2019-01-26","19:28:00","Cash","162.74","4.761904762","8.137000000","Mandalay","6.50","Evening","Saturday"
"645-78-8093","A","Normal","Female","Sports and travel","93.14","2.00","9.31","195.59","2019-01-20","18:09:00","Ewallet","186.28","4.761904762","9.314000000","Yangon","4.10","Evening","Sunday"
"211-30-9270","C","Normal","Male","Health and beauty","17.41","5.00","4.35","91.40","2019-01-28","15:16:00","Credit card","87.05","4.761904762","4.352500000","Naypyitaw","4.90","Afternoon","Monday"
"478-06-7835","A","Normal","Male","Fashion accessories","89.69","1.00","4.48","94.17","2019-01-11","11:20:00","Ewallet","89.69","4.761904762","4.484500000","Yangon","4.90","Morning","Friday"
"540-11-4336","A","Normal","Male","Food and beverages","24.94","9.00","11.22","235.68","2019-01-11","16:49:00","Credit card","224.46","4.761904762","11.223000000","Yangon","5.60","Evening","Friday"
"217-58-1179","A","Member","Male","Home and lifestyle","62.65","4.00","12.53","263.13","2019-01-05","11:25:00","Cash","250.60","4.761904762","12.530000000","Yangon","4.20","Morning","Saturday"
"530-90-9855","A","Member","Male","Home and lifestyle","47.59","8.00","19.04","399.76","2019-01-01","14:47:00","Cash","380.72","4.761904762","19.036000000","Yangon","5.70","Afternoon","Tuesday"
"604-70-6476","A","Member","Male","Fashion accessories","17.94","5.00","4.49","94.19","2019-01-23","14:04:00","Ewallet","89.70","4.761904762","4.485000000","Yangon","6.80","Afternoon","Wednesday"
"799-71-1548","A","Member","Male","Electronic accessories","77.72","4.00","15.54","326.42","2019-01-07","16:11:00","Credit card","310.88","4.761904762","15.544000000","Yangon","8.80","Evening","Monday"
"785-13-7708","B","Normal","Male","Food and beverages","73.06","7.00","25.57","536.99","2019-01-14","19:06:00","Credit card","511.42","4.761904762","25.571000000","Mandalay","4.20","Evening","Monday"
"704-11-6354","A","Member","Male","Home and lifestyle","58.90","8.00","23.56","494.76","2019-01-06","11:23:00","Cash","471.20","4.761904762","23.560000000","Yangon","8.90","Morning","Sunday"
"110-48-7033","B","Member","Male","Fashion accessories","32.62","4.00","6.52","137.00","2019-01-29","14:12:00","Cash","130.48","4.761904762","6.524000000","Mandalay","9.00","Afternoon","Tuesday"
"366-93-0948","A","Member","Male","Electronic accessories","66.35","1.00","3.32","69.67","2019-01-31","10:46:00","Credit card","66.35","4.761904762","3.317500000","Yangon","9.70","Morning","Thursday"
"571-94-0759","B","Member","Female","Food and beverages","74.60","10.00","37.30","783.30","2019-01-08","20:55:00","Cash","746.00","4.761904762","37.300000000","Mandalay","9.50","Evening","Tuesday"
"144-51-6085","A","Member","Male","Home and lifestyle","70.74","4.00","14.15","297.11","2019-01-05","16:05:00","Credit card","282.96","4.761904762","14.148000000","Yangon","4.40","Evening","Saturday"
"731-14-2199","A","Member","Female","Home and lifestyle","35.54","10.00","17.77","373.17","2019-01-04","13:34:00","Ewallet","355.40","4.761904762","17.770000000","Yangon","7.00","Afternoon","Friday"
"687-15-1097","C","Member","Female","Health and beauty","21.12","2.00","2.11","44.35","2019-01-03","19:17:00","Cash","42.24","4.761904762","2.112000000","Naypyitaw","9.70","Evening","Thursday"
"126-54-1082","A","Member","Female","Home and lifestyle","21.54","9.00","9.69","203.55","2019-01-07","11:44:00","Credit card","193.86","4.761904762","9.693000000","Yangon","8.80","Morning","Monday"
"633-91-1052","A","Normal","Female","Home and lifestyle","12.03","2.00","1.20","25.26","2019-01-27","15:51:00","Cash","24.06","4.761904762","1.203000000","Yangon","5.10","Afternoon","Sunday"
"566-19-5475","B","Normal","Male","Fashion accessories","47.97","7.00","16.79","352.58","2019-01-07","20:52:00","Cash","335.79","4.761904762","16.789500000","Mandalay","6.20","Evening","Monday"
"526-86-8552","C","Member","Female","Home and lifestyle","21.82","10.00","10.91","229.11","2019-01-07","17:36:00","Cash","218.20","4.761904762","10.910000000","Naypyitaw","7.10","Evening","Monday"
"490-29-1201","A","Normal","Female","Sports and travel","15.34","1.00","0.77","16.11","2019-01-06","11:09:00","Cash","15.34","4.761904762","0.767000000","Yangon","6.50","Morning","Sunday"
"226-71-3580","C","Normal","Female","Sports and travel","23.75","9.00","10.69","224.44","2019-01-31","12:02:00","Cash","213.75","4.761904762","10.687500000","Naypyitaw","9.50","Afternoon","Thursday"
"283-79-9594","B","Normal","Female","Food and beverages","48.51","7.00","16.98","356.55","2019-01-25","13:30:00","Credit card","339.57","4.761904762","16.978500000","Mandalay","5.20","Afternoon","Friday"
"139-20-0155","B","Member","Male","Electronic accessories","40.30","10.00","20.15","423.15","2019-01-24","17:37:00","Credit card","403.00","4.761904762","20.150000000","Mandalay","7.00","Evening","Thursday"
"316-68-6352","A","Member","Female","Food and beverages","36.36","2.00","3.64","76.36","2019-01-21","10:00:00","Cash","72.72","4.761904762","3.636000000","Yangon","7.10","Morning","Monday"
"744-02-5987","A","Member","Male","Home and lifestyle","78.38","6.00","23.51","493.79","2019-01-10","14:16:00","Ewallet","470.28","4.761904762","23.514000000","Yangon","5.80","Afternoon","Thursday"
"307-83-9164","A","Member","Male","Home and lifestyle","60.01","4.00","12.00","252.04","2019-01-25","15:54:00","Cash","240.04","4.761904762","12.002000000","Yangon","4.50","Afternoon","Friday"
"779-06-0012","C","Member","Female","Home and lifestyle","88.61","1.00","4.43","93.04","2019-01-19","10:21:00","Cash","88.61","4.761904762","4.430500000","Naypyitaw","7.70","Morning","Saturday"
"446-47-6729","C","Normal","Male","Fashion accessories","99.82","2.00","9.98","209.62","2019-01-02","18:09:00","Credit card","199.64","4.761904762","9.982000000","Naypyitaw","6.70","Evening","Wednesday"
"532-59-7201","B","Member","Male","Sports and travel","79.93","6.00","23.98","503.56","2019-01-31","14:04:00","Cash","479.58","4.761904762","23.979000000","Mandalay","5.50","Afternoon","Thursday"
"603-07-0961","C","Member","Male","Electronic accessories","74.79","5.00","18.70","392.65","2019-01-10","11:34:00","Cash","373.95","4.761904762","18.697500000","Naypyitaw","4.90","Morning","Thursday"
"622-20-1945","C","Normal","Female","Health and beauty","39.42","1.00","1.97","41.39","2019-01-18","15:08:00","Cash","39.42","4.761904762","1.971000000","Naypyitaw","8.40","Afternoon","Friday"
"746-54-5508","A","Normal","Male","Home and lifestyle","21.52","6.00","6.46","135.58","2019-01-17","12:48:00","Credit card","129.12","4.761904762","6.456000000","Yangon","9.40","Afternoon","Thursday"
"730-61-8757","B","Member","Male","Health and beauty","51.13","4.00","10.23","214.75","2019-01-25","10:11:00","Credit card","204.52","4.761904762","10.226000000","Mandalay","4.00","Morning","Friday"
"416-13-5917","C","Normal","Female","Food and beverages","97.03","5.00","24.26","509.41","2019-01-30","16:24:00","Ewallet","485.15","4.761904762","24.257500000","Naypyitaw","9.30","Evening","Wednesday"
"725-96-3778","C","Member","Female","Home and lifestyle","89.25","8.00","35.70","749.70","2019-01-20","10:13:00","Cash","714.00","4.761904762","35.700000000","Naypyitaw","4.70","Morning","Sunday"
"834-61-8124","A","Normal","Male","Electronic accessories","51.69","7.00","18.09","379.92","2019-01-26","18:22:00","Cash","361.83","4.761904762","18.091500000","Yangon","5.50","Evening","Saturday"
"889-04-9723","B","Member","Female","Food and beverages","89.14","4.00","17.83","374.39","2019-01-07","12:20:00","Credit card","356.56","4.761904762","17.828000000","Mandalay","7.80","Afternoon","Monday"
"554-42-2417","C","Normal","Female","Sports and travel","95.44","10.00","47.72","1002.12","2019-01-09","13:45:00","Cash","954.40","4.761904762","47.720000000","Naypyitaw","5.20","Afternoon","Wednesday"
"462-67-9126","A","Normal","Male","Home and lifestyle","73.22","6.00","21.97","461.29","2019-01-21","17:44:00","Cash","439.32","4.761904762","21.966000000","Yangon","7.20","Evening","Monday"
"834-25-9262","C","Normal","Female","Fashion accessories","81.68","4.00","16.34","343.06","2019-01-06","12:12:00","Cash","326.72","4.761904762","16.336000000","Naypyitaw","9.10","Afternoon","Sunday"
"613-59-9758","C","Normal","Female","Sports and travel","14.36","10.00","7.18","150.78","2019-01-27","14:28:00","Cash","143.60","4.761904762","7.180000000","Naypyitaw","5.40","Afternoon","Sunday"
"261-12-8671","B","Normal","Female","Fashion accessories","60.96","2.00","6.10","128.02","2019-01-25","19:39:00","Credit card","121.92","4.761904762","6.096000000","Mandalay","4.90","Evening","Friday"
"382-25-8917","C","Normal","Male","Fashion accessories","42.08","6.00","12.62","265.10","2019-01-29","12:25:00","Cash","252.48","4.761904762","12.624000000","Naypyitaw","8.90","Afternoon","Tuesday"
"422-29-8786","A","Normal","Female","Home and lifestyle","67.09","5.00","16.77","352.22","2019-01-03","16:47:00","Credit card","335.45","4.761904762","16.772500000","Yangon","9.10","Evening","Thursday"
"667-23-5919","A","Member","Female","Fashion accessories","96.70","5.00","24.18","507.68","2019-01-14","12:52:00","Ewallet","483.50","4.761904762","24.175000000","Yangon","7.00","Afternoon","Monday"
"843-01-4703","B","Member","Female","Home and lifestyle","35.38","9.00","15.92","334.34","2019-01-05","19:50:00","Credit card","318.42","4.761904762","15.921000000","Mandalay","9.60","Evening","Saturday"
"182-69-8360","B","Normal","Female","Electronic accessories","23.65","4.00","4.73","99.33","2019-01-30","13:32:00","Credit card","94.60","4.761904762","4.730000000","Mandalay","4.00","Afternoon","Wednesday"
"289-15-7034","A","Member","Male","Sports and travel","82.33","4.00","16.47","345.79","2019-01-11","10:37:00","Credit card","329.32","4.761904762","16.466000000","Yangon","7.50","Morning","Friday"
"868-52-7573","B","Normal","Female","Food and beverages","99.69","5.00","24.92","523.37","2019-01-14","12:09:00","Cash","498.45","4.761904762","24.922500000","Mandalay","9.90","Afternoon","Monday"
"662-72-2873","A","Normal","Female","Food and beverages","40.94","5.00","10.24","214.94","2019-01-06","13:58:00","Ewallet","204.70","4.761904762","10.235000000","Yangon","9.90","Afternoon","Sunday"
"525-88-7307","B","Member","Male","Sports and travel","75.82","1.00","3.79","79.61","2019-01-31","13:19:00","Cash","75.82","4.761904762","3.791000000","Mandalay","5.80","Afternoon","Thursday"
"394-41-0748","C","Member","Female","Fashion accessories","54.07","9.00","24.33","510.96","2019-01-27","14:55:00","Ewallet","486.63","4.761904762","24.331500000","Naypyitaw","9.50","Afternoon","Sunday"
"173-82-9529","B","Normal","Female","Fashion accessories","37.95","10.00","18.98","398.48","2019-01-26","14:51:00","Cash","379.50","4.761904762","18.975000000","Mandalay","9.70","Afternoon","Saturday"
"726-27-2396","A","Normal","Female","Health and beauty","77.50","5.00","19.38","406.88","2019-01-24","20:36:00","Ewallet","387.50","4.761904762","19.375000000","Yangon","4.30","Evening","Thursday"
"882-40-4577","A","Member","Male","Sports and travel","67.26","4.00","13.45","282.49","2019-01-19","15:28:00","Credit card","269.04","4.761904762","13.452000000","Yangon","8.00","Afternoon","Saturday"
"732-67-5346","A","Normal","Male","Food and beverages","13.79","5.00","3.45","72.40","2019-01-11","19:07:00","Credit card","68.95","4.761904762","3.447500000","Yangon","7.80","Evening","Friday"
"725-32-9708","B","Member","Female","Fashion accessories","68.71","4.00","13.74","288.58","2019-01-04","19:01:00","Cash","274.84","4.761904762","13.742000000","Mandalay","4.10","Evening","Friday"
"372-26-1506","C","Normal","Female","Fashion accessories","23.82","5.00","5.96","125.06","2019-01-28","19:24:00","Ewallet","119.10","4.761904762","5.955000000","Naypyitaw","5.40","Evening","Monday"
"244-08-0162","B","Normal","Female","Health and beauty","34.21","10.00","17.11","359.21","2019-01-02","13:00:00","Cash","342.10","4.761904762","17.105000000","Mandalay","5.10","Afternoon","Wednesday"
"569-71-4390","B","Normal","Male","Sports and travel","21.87","2.00","2.19","45.93","2019-01-25","14:29:00","Ewallet","43.74","4.761904762","2.187000000","Mandalay","6.90","Afternoon","Friday"
"132-23-6451","A","Member","Male","Health and beauty","20.97","5.00","5.24","110.09","2019-01-04","13:21:00","Cash","104.85","4.761904762","5.242500000","Yangon","7.80","Afternoon","Friday"
"268-03-6164","B","Normal","Male","Health and beauty","96.11","1.00","4.81","100.92","2019-01-25","16:28:00","Ewallet","96.11","4.761904762","4.805500000","Mandalay","7.80","Evening","Friday"
"750-57-9686","C","Normal","Female","Home and lifestyle","45.38","4.00","9.08","190.60","2019-01-08","13:48:00","Credit card","181.52","4.761904762","9.076000000","Naypyitaw","8.70","Afternoon","Tuesday"
"186-09-3669","C","Member","Female","Health and beauty","81.51","1.00","4.08","85.59","2019-01-22","10:57:00","Ewallet","81.51","4.761904762","4.075500000","Naypyitaw","9.20","Morning","Tuesday"
"848-07-1692","B","Normal","Female","Health and beauty","57.22","2.00","5.72","120.16","2019-01-12","17:13:00","Ewallet","114.44","4.761904762","5.722000000","Mandalay","8.30","Evening","Saturday"
"740-22-2500","C","Normal","Female","Electronic accessories","84.05","3.00","12.61","264.76","2019-01-23","13:29:00","Cash","252.15","4.761904762","12.607500000","Naypyitaw","9.80","Afternoon","Wednesday"
"198-84-7132","B","Member","Male","Fashion accessories","40.61","9.00","18.27","383.76","2019-01-02","13:40:00","Cash","365.49","4.761904762","18.274500000","Mandalay","7.00","Afternoon","Wednesday"
"269-10-8440","A","Member","Male","Health and beauty","53.17","7.00","18.61","390.80","2019-01-21","18:01:00","Cash","372.19","4.761904762","18.609500000","Yangon","8.90","Evening","Monday"
"286-75-7818","B","Normal","Male","Fashion accessories","69.08","2.00","6.91","145.07","2019-01-31","19:48:00","Credit card","138.16","4.761904762","6.908000000","Mandalay","6.90","Evening","Thursday"
"459-50-7686","A","Normal","Female","Electronic accessories","23.46","6.00","7.04","147.80","2019-01-13","19:14:00","Ewallet","140.76","4.761904762","7.038000000","Yangon","6.40","Evening","Sunday"
"257-73-1380","C","Member","Male","Sports and travel","82.93","4.00","16.59","348.31","2019-01-20","16:51:00","Ewallet","331.72","4.761904762","16.586000000","Naypyitaw","9.60","Evening","Sunday"
